OTU_ID	GW001	GW002	GW003	GW004	GW005	GW006	GW009	GW010	GW011	GW012	GW013	GW014	GW015	GW016	GW017	GW018	GW019	GW021	GW023	GW024	GW025	GW026	GW027	GW028	GW029	GW030	GW032	GW034	GW035	GW036	GW037	GW038	GW039	GW040	GW041	GW042	GW043	GW045	GW046	GW047	GW048	GW049	GW050	GW051	GW052	GW053	GW054	GW055	GW056	GW057	GW058	GW059	GW060	GW061	GW062	GW063	GW064	GW065	GW066	GW067	GW068	GW069	GW070	GW071	GW072	GW073	GW074	GW075	GW076	GW077	GW078	GW079	GW080	GW081	GW082	GW083	GW084	GW085	GW086	GW087	GW088	GW089	GW090	GW091	GW092	GW093	taxonomy	Taxon	Taxon Level	Trophic Mode	Guild	Growth Morphology	Trait	Confidence Ranking	Notes	Citation/Source
ITS_SV20	0	56	228	121	0	0	0	0	964	0	0	0	878	0	0	0	0	0	0	0	0	1095	0	472	58	7301	0	0	1484	125	373	0	0	36	0	0	2504	894	0	0	0	0	0	0	1314	0	0	0	0	0	0	97	0	0	0	0	308	0	0	0	0	139	330	0	0	0	162	0	0	0	0	0	0	0	208	0	0	0	0	0	63	0	0	0	0	0	Fungi;Ascomycota;Dothideomycetes;Pleosporales;Didymellaceae;Neodidymelliopsis;ranunculi	Didymellaceae	9	Pathotroph-Saprotroph	Animal Pathogen-Plant Pathogen-Undefined Saprotroph	Microfungus	NULL	Possible	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
ITS_SV21	1180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	2263	105	0	0	0	0	183	0	0	0	0	0	0	0	35	0	0	0	0	2	0	2848	0	1615	39	0	0	0	0	0	0	0	0	0	4690	134	0	0	22	0	0	0	2474	401	0	0	0	184	0	0	2364	0	0	0	0	0	0	89	0	173	Fungi;Ascomycota;Dothideomycetes;Mycosphaerellales;Mycosphaerellaceae;Ramularia;Unclassified	Mycosphaerellaceae	9	Pathotroph-Saprotroph	Plant Pathogen-Undefined Saprotroph	Microfungus	NULL	Probable	Biotrophic, necrotrophic or saprobic on various plant tissues (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'
ITS_SV22	847	0	51	339	7410	0	3	0	18	0	0	5	0	9	0	0	22	0	0	114	0	10	0	0	0	36	48	0	100	0	0	0	675	0	0	110	32	0	0	0	0	0	47	0	1187	65	0	203	33	206	0	7	113	7	4	60	39	48	0	0	351	2739	5	114	0	18	5	0	201	11	46	0	263	388	12	4	2440	3	0	0	8	0	0	14	47	149	Fungi;Basidiomycota;Tremellomycetes;Filobasidiales;Filobasidiaceae;Filobasidium;Unclassified	Filobasidium	13	Saprotroph	Undefined Saprotroph	Facultative Yeast	NULL	Highly Probable	NULL	b'Kurtzman CP, et al. (eds.) 2011. The Yeasts, a Taxonomic Study. Fifth Edition. Vols 1-3. Elsevier, San Diego (ISBN: 9780444521491)'
ITS_SV23	0	0	0	0	32	58	0	0	5	9986	0	0	0	0	54	0	0	5158	0	0	0	0	0	0	0	0	0	228	0	0	76	257	46	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1142	90	0	0	0	Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Unclassified	Fusarium	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Soil Saprotroph-Wood Saprotroph	Microfungus	NULL	Possible	Likely opportunistic human pathogen (Irinyi et al. 2015)	b'Duncan CG, Eslyn WE. 1966. Mycologia 58:642-664 ((https://doi.org/10.2307/3757045)); Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008)); Schroers, et al. 2016. Mycologia 108:806-819 ((https://doi.org/10.3852/15-255)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)); Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))'
ITS_SV24	0	0	33	3533	1947	0	0	0	0	0	0	0	0	0	0	0	3842	0	885	2575	0	0	0	0	79	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3906	0	0	0	0	0	0	0	0	114	0	0	109	58	0	0	0	373	0	0	0	0	0	0	0	0	0	0	0	0	0	544	0	Fungi;Ascomycota;Sordariomycetes;Sordariales;Unclassified;Unclassified;Unclassified	-	-	-	-	-	-	-	Unassigned	-
ITS_SV25	0	3	0	0	0	53	0	21	938	0	0	0	5898	0	273	0	0	281	0	0	0	15	0	623	0	147	0	203	0	17	1115	0	152	105	514	73	36	0	0	0	0	0	263	0	0	0	312	0	0	0	53	169	827	0	0	0	493	0	0	0	0	0	97	762	0	0	122	0	0	148	129	235	0	0	86	0	0	64	0	242	27	215	656	0	0	0	Fungi;Ascomycota;Dothideomycetes;Capnodiales;Cladosporiaceae;Cladosporium;Unclassified	-	-	-	-	-	-	-	Unassigned	-
ITS_SV26	107	0	1235	40	65	0	14	0	108	0	0	0	168	12	199	340	25	0	17	164	0	200	27	22	714	46	31	114	1565	364	0	0	22	550	25	0	662	22	523	0	0	0	0	32	1122	704	0	109	21	101	0	97	239	60	0	189	613	154	0	0	126	149	48	14	102	232	165	23	117	95	249	227	0	182	44	0	114	0	725	174	16	0	68	36	50	125	Fungi;Ascomycota;Dothideomycetes;Capnodiales;Cladosporiaceae;Cladosporium;herbarum	-	-	-	-	-	-	-	Unassigned	-
ITS_SV27	419	0	153	66	0	0	0	37	80	4	0	0	65	0	0	0	0	0	0	24	0	91	6	51	33	67	0	0	1426	636	1690	16	0	0	0	0	863	97	210	0	46	0	0	94	3372	8	0	105	43	113	104	44	79	0	0	371	193	0	18	0	68	1213	12	0	60	69	94	3	29	0	14	39	49	157	10	7	276	0	485	0	11	0	0	0	11	0	Fungi;Ascomycota;Dothideomycetes;Dothideales;Saccotheciaceae;Aureobasidium;pullulans	Aureobasidium	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Epiphyte-Plant Pathogen-Undefined Saprotroph	Facultative Yeast	NULL	Possible	NULL	b'Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Wachowska U, G\xc5\x82owacka K. 2014. BioControl 59:635-645 ((https://doi.org/10.1007/s10526-014-9596-5)); Irinyia L, et al. 2016. Fungal Biology 120:125-136 ((https://doi.org/10.1016/j.funbio.2015.04.007)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))'
ITS_SV30	0	0	0	0	0	0	0	395	0	229	0	0	0	0	19	16	0	345	0	0	0	0	0	30	0	0	0	43	52	0	90	62	0	0	0	0	39	261	50	0	24	1046	596	24	29	1309	1249	13	694	0	1198	0	1259	261	0	139	183	331	0	38	0	30	0	254	522	384	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Neocosmospora;rubicola	Neocosmospora	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
ITS_SV32	93	0	0	0	0	15	0	147	0	0	0	0	0	0	0	443	0	0	0	0	0	0	0	62	35	0	80	112	94	544	461	27	429	0	142	19	104	142	1080	0	70	0	0	160	624	0	0	245	670	349	20	0	0	0	0	30	47	107	0	0	211	487	22	25	418	0	0	493	218	228	0	32	305	438	0	14	1205	17	0	0	0	0	28	32	0	264	Fungi;Ascomycota;Dothideomycetes;Capnodiales;Cladosporiaceae;Cladosporium;herbarum	-	-	-	-	-	-	-	Unassigned	-
ITS_SV33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1400	0	2817	0	0	0	0	0	0	0	0	0	0	165	0	5	0	0	0	0	0	1745	0	0	0	0	4446	0	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Dothideomycetes;Mycosphaerellales;Mycosphaerellaceae;Ramularia;eucalypti	Mycosphaerellaceae	9	Pathotroph-Saprotroph	Plant Pathogen-Undefined Saprotroph	Microfungus	NULL	Probable	Biotrophic, necrotrophic or saprobic on various plant tissues (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'
ITS_SV34	0	0	9	14	22	0	0	0	0	633	0	0	1333	0	272	0	0	677	0	0	0	0	0	466	0	74	0	0	0	0	1665	0	107	53	0	0	0	0	0	0	0	0	528	0	0	0	305	0	0	0	0	0	714	0	0	0	343	0	0	0	0	0	43	160	0	0	0	1069	0	91	47	0	0	0	0	0	0	48	0	0	0	0	251	78	0	0	Fungi;Ascomycota;Dothideomycetes;Capnodiales;Cladosporiaceae;Cladosporium;endophyticum	-	-	-	-	-	-	-	Unassigned	-
ITS_SV35	0	0	249	614	247	0	0	0	15	0	0	0	216	0	0	0	0	0	58	0	0	66	17	407	84	36	20	0	0	0	2623	0	0	417	0	0	641	290	0	0	23	0	0	0	0	47	0	191	220	122	0	9	0	0	0	235	0	0	0	0	156	0	37	0	0	638	0	0	220	0	231	0	0	282	26	0	0	0	0	103	23	0	0	0	144	0	Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Alternaria;subcucurbitae	Alternaria	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Plant Pathogen-Wood Saprotroph	Microfungus	Soft Rot	Possible	NULL	b'Duncan CG, Eslyn WE. 1966. Mycologia 58642-664; Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
ITS_SV36	0	0	0	13	13	0	0	0	0	109	0	0	0	0	0	0	0	254	0	0	0	0	9	17	0	0	0	137	49	0	0	0	0	0	0	0	20	76	0	0	0	394	449	9	25	1002	1074	9	561	17	527	0	987	247	8	70	214	224	25	31	19	51	0	179	507	360	0	267	0	20	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;equiseti	Fusarium	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Soil Saprotroph-Wood Saprotroph	Microfungus	NULL	Possible	Likely opportunistic human pathogen (Irinyi et al. 2015)	b'Duncan CG, Eslyn WE. 1966. Mycologia 58:642-664 ((https://doi.org/10.2307/3757045)); Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008)); Schroers, et al. 2016. Mycologia 108:806-819 ((https://doi.org/10.3852/15-255)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)); Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))'
ITS_SV38	0	0	9	0	0	0	0	0	0	10	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	50	70	0	0	409	234	3	28	872	1065	4	461	12	923	0	1074	133	0	110	233	272	0	17	7	25	0	186	609	383	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Unclassified	Fusarium	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Soil Saprotroph-Wood Saprotroph	Microfungus	NULL	Possible	Likely opportunistic human pathogen (Irinyi et al. 2015)	b'Duncan CG, Eslyn WE. 1966. Mycologia 58:642-664 ((https://doi.org/10.2307/3757045)); Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008)); Schroers, et al. 2016. Mycologia 108:806-819 ((https://doi.org/10.3852/15-255)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)); Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))'
ITS_SV39	0	0	0	0	15	89	0	91	457	60	14	0	291	0	153	0	0	262	0	0	83	25	0	48	0	98	0	227	98	0	183	0	108	335	124	0	21	0	0	3	0	0	310	0	39	29	375	0	28	0	168	85	159	0	0	0	165	14	0	0	0	0	81	489	41	0	51	0	0	125	150	0	0	0	35	0	0	38	1427	72	0	227	320	13	6	29	Fungi;Ascomycota;Dothideomycetes;Capnodiales;Cladosporiaceae;Cladosporium;sphaerospermum	-	-	-	-	-	-	-	Unassigned	-
ITS_SV40	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	2003	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	12	0	0	0	1057	0	0	21	0	0	0	0	212	0	0	0	0	56	1199	0	0	Fungi;Ascomycota;Dothideomycetes;Mycosphaerellales;Mycosphaerellaceae;Ramularia;eucalypti	Mycosphaerellaceae	9	Pathotroph-Saprotroph	Plant Pathogen-Undefined Saprotroph	Microfungus	NULL	Probable	Biotrophic, necrotrophic or saprobic on various plant tissues (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'
ITS_SV41	0	0	0	1733	295	0	0	0	0	0	0	0	0	0	0	0	150	0	23	1201	0	0	0	0	579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	0	0	0	0	108	0	108	0	0	0	0	0	0	0	0	55	0	0	0	58	0	0	0	530	343	0	0	0	0	0	0	0	0	0	0	0	0	269	35	Fungi;Basidiomycota;Tremellomycetes;Filobasidiales;Filobasidiaceae;Naganishia;Unclassified	-	-	-	-	-	-	-	Unassigned	-
ITS_SV42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	74	0	0	0	1285	36	0	0	0	0	0	0	0	0	0	199	15	0	0	4	0	0	0	0	0	0	1156	0	1631	0	0	0	0	0	0	0	0	0	0	201	4	23	0	0	0	0	0	499	0	4	0	0	96	0	0	4	0	0	0	0	0	0	0	0	0	Fungi;Ascomycota;Dothideomycetes;Mycosphaerellales;Mycosphaerellaceae;Cercospora;Unclassified	Cercospora	13	Pathotroph	Plant Pathogen	Microfungus	NULL	Probable	NULL	b'The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))'
ITS_SV43	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	162	0	0	230	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	130	82	178	0	0	0	0	0	0	0	0	146	0	0	170	0	0	0	0	142	0	401	9	0	0	0	0	0	0	156	0	0	0	0	121	0	0	0	0	2578	0	0	0	0	Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Alternaria;subcucurbitae	Alternaria	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Plant Pathogen-Wood Saprotroph	Microfungus	Soft Rot	Possible	NULL	b'Duncan CG, Eslyn WE. 1966. Mycologia 58642-664; Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
ITS_SV44	0	0	0	0	0	0	0	0	0	0	0	3471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	656	7	0	0	0	0	0	0	0	0	0	0	6	48	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	5	0	0	0	0	0	0	Fungi;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified	-	-	-	-	-	-	-	Unassigned	-
