"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Kingdom","Phylum","Class","Order","Family","Genus","Species","ASV","OTU_ID","Taxon","Taxon Level","Trophic Mode","Guild","Growth Morphology","Trait","Confidence Ranking","Notes","Citation/Source"
"11",11.5594354441895,-4.79909981135527,7.67220711692782e-05,-62551.7499490678,0,0,"k__Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Dioszegia","Unclassified","Dioszegia (ITS_SV116)","ITS_SV116","-","-","Unclassified","-","-","-","-","Unassigned","-"
"12",15.7743334214935,-5.46810225311873,7.67220711692782e-05,-71271.5672267764,0,0,"k__Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma","Unclassified","Neosetophoma (ITS_SV118)","ITS_SV118","Neosetophoma","13","Saprotroph","Undefined Saprotroph","NULL","NULL","Probable","NULL","b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
"13",10.8005629619685,-3.55510933728041,7.67220711692782e-05,-46337.5047505754,0,0,"k__Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Metschnikowiaceae","Metschnikowia","picachoensis","Metschnikowia (ITS_SV127)","ITS_SV127","-","-","Unclassified","-","-","-","-","Unassigned","-"
"14",10.6642380413898,-2.89084173357913,7.67220711692782e-05,-37679.4016313875,0,0,"k__Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma","Unclassified","Neosetophoma (ITS_SV128)","ITS_SV128","Neosetophoma","13","Saprotroph","Undefined Saprotroph","NULL","NULL","Probable","NULL","b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
"15",20.1495237360131,-3.55911040590358,7.67220711692782e-05,-46389.654914957,0,0,"k__Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Metschnikowiaceae","Metschnikowia","Unclassified","Metschnikowia (ITS_SV134)","ITS_SV134","-","-","Unclassified","-","-","-","-","Unassigned","-"
"16",8.23849250285088,-5.51270712074563,7.67220711692782e-05,-71852.9497018204,0,0,"k__Fungi","Basidiomycota","Cystobasidiomycetes","Unclassified","Unclassified","Unclassified Cystobasidiomycetes","Unclassified","Unclassified Cystobasidiomycetes (ITS_SV147)","ITS_SV147","-","-","Unclassified","-","-","-","-","Unassigned","-"
"17",4.52035238627824,-4.16091669571528,7.67220711692782e-05,-54233.6335855,0,0,"k__Fungi","Basidiomycota","Cystobasidiomycetes","Cystobasidiomycetes_ord_Incertae_sedis","Buckleyzymaceae","Buckleyzyma","aurantiaca","Buckleyzyma (ITS_SV184)","ITS_SV184","Buckleyzyma","13","Saprotroph","Undefined Saprotroph","Yeast","NULL","Probable","NULL","b'Wang QM, et al. 2015. Studies in Mycology 81:149-189 ((https://doi.org/10.1016/j.simyco.2015.12.002))'"
"18",2.76387872097326,-2.61072200657234,7.67220711692782e-05,-34028.304590632,0,0,"k__Fungi","Ascomycota","Arthoniomycetes","Lichenostigmatales","Phaeococcomycetaceae","Phaeococcomyces","Unclassified","Phaeococcomyces (ITS_SV253)","ITS_SV253","Phaeococcomyces","13","Saprotroph","Undefined Saprotroph","Facultative Yeast","NULL","Probable","NULL","b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
"19",2.64177615079361,-2.34047778692993,7.67220711692782e-05,-30505.9254952326,0,0,"k__Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Unclassified","Unclassified Lecanorales","Unclassified","Unclassified Lecanorales (ITS_SV264)","ITS_SV264","Lecanorales","7","Pathotroph-Symbiotroph","Lichen Parasite-Lichenized","Microfungus-Thallus","NULL","Probable","Lichenized with green algae, occasionally lichenicolous, on rocks, mosses and wood (Cannon & Kirk 2007); ...an order of mostly lichen-forming fungi (Kirk et al. 2008)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Kirk PM et al. 2008. Dictionary of the Fungi. Tenth Edition. CAB International, Wallingford (ISBN: 978-0851998268); Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'"
"20",1.59794957583504,-2.78091360486252,7.67220711692782e-05,-36246.5919191202,0,0,"k__Fungi","Ascomycota","Dothideomycetes","Dothideales","Dothioraceae","Dothiora","Unclassified","Dothiora (ITS_SV368)","ITS_SV368","-","-","Unclassified","-","-","-","-","Unassigned","-"
"21",1.48212810972346,-2.92320021520513,7.67220711692782e-05,-38101.1639891139,0,0,"k__Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lentitheciaceae","Keissleriella","rosacearum","Keissleriella (ITS_SV436)","ITS_SV436","Keissleriella","13","Saprotroph","Undefined Saprotroph","NULL","NULL","Probable","NULL","b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
